spelling,tags,target_word_ids,decision,reason,translation_reference,inflections_reference,source_id
multiple,cet4 cet6 ky toefl gre,"[""cet4-w-a3473e21d3af4b69fba8""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 倍数, 并联
a. 多样的, 许多的, 多功能的",s:multiples,ecdict-bc015ed2e24a
multiply,gk cet4 cet6 ky toefl ielts gre,"[""cet4-w-8f2b5050505ada5f2e87""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"v. 繁殖, 乘, 增加
[计] 乘",d:multiplied/i:multiplying/p:multiplied/3:multiplies,ecdict-bc015ed2e24a
murder,zk gk cet4 cet6 ky,"[""cet4-w-68eb11014334ac356f7a""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 谋杀
vt. 谋杀, 损毁, 破坏
vi. 犯杀人罪",d:murdered/s:murders/p:murdered/i:murdering/3:murders,ecdict-bc015ed2e24a
murderer,cet4 cet6,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"n. 凶手, 杀人者, 谋害者
[法] 谋杀犯, 凶手",s:murderers,ecdict-bc015ed2e24a
muscle,cet4 cet6 ky gre,"[""cet4-w-3524bea7f31f2f0b8a47""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 肌肉, 臂力
[医] 肌",s:muscles/p:muscled/i:muscling/d:muscled/3:muscles,ecdict-bc015ed2e24a
museum,zk gk cet4 cet6 ky ielts,"[""cet4-w-672ba37fd3d6b076f811""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,n. 博物馆,s:museums,ecdict-bc015ed2e24a
mushroom,gk cet4 cet6 ky toefl ielts gre,"[""cet4-w-d222cc478f1db7f83373""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 蘑菇形物, 蘑菇, 暴发户
vi. 迅速生长, 迅速增加, 采蘑菇
a. 蘑菇形的, 迅速生长的",s:mushrooms/p:mushroomed/d:mushroomed/i:mushrooming/3:mushrooms,ecdict-bc015ed2e24a
musical,gk cet4 cet6 ky ielts,"[""cet4-w-c6adcc076a569b6ce38c""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 音乐片, 音乐舞台剧
a. 音乐的, 声音美妙的, 喜爱音乐的",s:musicals,ecdict-bc015ed2e24a
musician,gk cet4 cet6 ky,"[""cet4-w-81da823ba05786a06b88""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 音乐家, 乐师, 作曲家",s:musicians,ecdict-bc015ed2e24a
mute,cet4 cet6 ky gre,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"n. 哑子, 哑音字母, 弱音器
a. 哑的, 无声的, 沉默的
vt. 减弱...的声音
vi. 排泄",s:mutes/i:muting/d:muted/3:mutes/p:muted,ecdict-bc015ed2e24a
mutter,cet4 cet6 ky ielts gre,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"n. 喃喃低语
vi. 喃喃自语, 作低沉声
vt. 出怨言, 抱怨地说",p:muttered/i:muttering/3:mutters/d:muttered/s:mutters,ecdict-bc015ed2e24a
mutton,gk cet4 cet6 ky gre,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,n. 羊肉,s:muttons,ecdict-bc015ed2e24a
mutual,cet4 cet6 ky toefl ielts,"[""cet4-w-c84a12ca97576d4362b8""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 相互的, 共有的
[经] 相互的",s:mutuals,ecdict-bc015ed2e24a
mysterious,cet4 cet6 ky toefl,"[""cet4-w-79904116558b64dc3174""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 神秘的, 难解的, 不可思议的",,ecdict-bc015ed2e24a
mystery,cet4 cet6 ky toefl,"[""cet4-w-e2fd64f7fb9b9b1a4bf8""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 秘密, 神秘, 奥秘",s:mysteries,ecdict-bc015ed2e24a
nail,gk cet4 cet6 ky toefl,"[""cet4-w-7fbd3f6350f76f9ae69c""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 钉子, 指甲
vt. 用钉钉牢, 使固定, 截住, 揭露",s:nails/d:nailed/i:nailing/p:nailed/3:nails,ecdict-bc015ed2e24a
naked,cet4 cet6 ky toefl ielts,"[""cet4-w-540d546c2b8b81641b0a""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 裸体的, 无装饰的, 无保护的, 赤贫的
[医] 裸露的",,ecdict-bc015ed2e24a
namely,cet4 cet6 ky ielts,"[""cet4-w-e0b873b6c0bc3ea668e8""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"adv. 即, 就是, 换句话说",,ecdict-bc015ed2e24a
nap,cet4 cet6 ky ielts,"[""cet4-w-9b61ebf5988006d25562""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 小睡, 稍睡, 细毛, 孤注一掷
vi. 小睡, 疏忽
vt. 使拉毛, 打盹度过, 预测...为获胜马",i:napping/s:naps/d:napped/p:napped/3:naps,ecdict-bc015ed2e24a
narrow,gk cet4 cet6 ky toefl,"[""cet4-w-b7d6cb81c70a0fb8c028""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 狭窄部分, 隘路
a. 狭窄的, 仔细的, 有限的, 勉强的, 狭隘的, 手紧的
vi. 变窄
vt. 使变狭窄",r:narrower/p:narrowed/d:narrowed/i:narrowing/3:narrows/t:narrowest,ecdict-bc015ed2e24a
nasty,cet4 cet6 ky ielts,"[""cet4-w-7f897690b93b4f3d24fc""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 污秽的, 下流的, 险恶的",s:nasties/r:nastier/t:nastiest/3:nasties,ecdict-bc015ed2e24a
nation,gk cet4 cet6 ky,"[""cet4-w-1340277ef76cfc85471f""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 国家, 民族
[法] 民族, 国家",s:nations,ecdict-bc015ed2e24a
national,zk gk cet4 cet6 ky ielts,"[""cet4-w-3ba058bdbef6113ae98e""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 国家的, 国立的, 全国性的, 民族的
[经] 全国性的, 国家的, 国民的",s:nationals,ecdict-bc015ed2e24a
nationality,gk cet4 cet6 ky toefl ielts,"[""cet4-w-377119164ad50cbd2ece""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 国籍, 国家, 民族性
[法] 国家, 民族, 国民",s:nationalities,ecdict-bc015ed2e24a
native,gk cet4 cet6 ky ielts,"[""cet4-w-cd27b09a401c5fa0ad97""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 本地人, 土产, 当地人
a. 本国的, 与生俱来的, 自然的",s:natives,ecdict-bc015ed2e24a
natural,zk gk cet4 cet6 ky toefl ielts,"[""cet4-w-5d2bfed61867af92d955""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 白痴
a. 自然的, 自然界的, 本能的, 天然的, 物质的, 正常的, 原始的, 自然数的",,ecdict-bc015ed2e24a
naturally,cet4 cet6,"[""cet4-w-903695a96bc50f66667d""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"adv. 自然地, 以自然力, 天生地",,ecdict-bc015ed2e24a
nature,zk gk cet4 cet6 ky ielts,"[""cet4-w-6e7d586693335ac35181""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 自然, 大自然, 本性, 性格, 性质
[医] 自然, 大自然; 本性, 性能",s:natures,ecdict-bc015ed2e24a
naughty,cet4 cet6 ky toefl,"[""cet4-w-b2d1d70ad5283faa9bdb""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 顽皮的, 没规矩的, 不适当的, 下流的",t:naughtiest/r:naughtier/s:naughties,ecdict-bc015ed2e24a
naval,cet4 cet6 ky toefl ielts,"[""cet4-w-b29d4e60aeae1aa3b87a""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 海军的, 军舰的, 有舰队的
[法] 海军的, 军舰的, 船的",,ecdict-bc015ed2e24a
navigation,cet4 cet6 ky toefl ielts,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"n. 航行, 航海, 导航
[经] 航空, 航海, 航船",s:navigations,ecdict-bc015ed2e24a
navy,gk cet4 cet6 ky,"[""cet4-w-5687f84757e6e72d7ae3""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 海军, 海军人员, 海军军力, 烟蒂",s:navies,ecdict-bc015ed2e24a
nearby,gk cet4 cet6 ky,"[""cet4-w-ebcc51f0d03728545693""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 附近的, 近旁的
adv. 在附近, 近旁地
prep. 在...附近",,ecdict-bc015ed2e24a
neat,gk cet4 cet6 ky toefl ielts,"[""cet4-w-67d42f42418b2eaf1a6c""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 整洁的, 巧妙的, 匀称的, 简洁的
n. 牛",r:neater/t:neatest,ecdict-bc015ed2e24a
necessarily,cet4 cet6,"[""cet4-w-034b66a5f356d25e3871""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"adv. 必然地, 必须地, 必要地",,ecdict-bc015ed2e24a
necessity,cet4 cet6 ky toefl,"[""cet4-w-4fe42db77271ebc4afff""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 需要, 必需品, 必然
[法] 必要性, 必然性, 必要",s:necessities,ecdict-bc015ed2e24a
neck,zk gk cet4 cet6 ky toefl ielts,"[""cet4-w-576cf6276dd48175e418""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 脖子, 衣领, 颈
vi. 拥抱, 拥吻, 收缩
vt. 割颈",s:necks/i:necking/p:necked/3:necks/d:necked,ecdict-bc015ed2e24a
necklace,gk cet4 cet6 ky,"[""cet4-w-05728fdf1d9ab0f94564""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,n. 项链,s:necklaces/p:necklaced/i:necklacing,ecdict-bc015ed2e24a
needle,gk cet4 cet6 ky gre,"[""cet4-w-592efbc998804ed4805b""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 针, 尖
vt. 用针缝
vi. 缝纫
[计] 探针",s:needles/i:needling/p:needled/3:needles/d:needled,ecdict-bc015ed2e24a
needless,cet4 cet6,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"a. 不需要的, 不必要的",,ecdict-bc015ed2e24a
negative,cet4 cet6 ky toefl ielts,"[""cet4-w-201105310dda6bc19956""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 否定, 否定语, 负数, 底片
a. 否定的, 消极的, 负的, 阴性的
n. 负数, 负值
[计] 负数, 负值",s:negatives/d:negatived/p:negatived/i:negativing/3:negatives,ecdict-bc015ed2e24a
neglect,cet4 cet6 ky toefl ielts,"[""cet4-w-577d05bac5a94fe8de7b""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 疏忽, 忽略, 漏做
vt. 疏忽, 忽视, 不顾",d:neglected/i:neglecting/3:neglects/p:neglected,ecdict-bc015ed2e24a
negro,cet4 cet6 ky,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"n. 黑人
a. 黑人的",s:negros,ecdict-bc015ed2e24a
neighborhood,cet4 ky,"[""cet4-w-d21a3159eabbc5a80ce9""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 附近, 邻近",s:neighborhoods,ecdict-bc015ed2e24a
neighbour,zk gk cet4 cet6,"[""cet4-w-fea6469ec28e11caece5""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 邻居, 邻接的东西, 邻国, 邻座, 邻人, 世人
a. 邻接的, 邻近的
vi.vt. 邻近, 与...结邻, 邻接",s:neighbours/i:neighbouring/p:neighboured/3:neighbours/d:neighboured,ecdict-bc015ed2e24a
neighbourhood,gk cet4 cet6,"[""cet4-w-d21a3159eabbc5a80ce9""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 邻接, 周围, 附近一带, 邻近, 邻居关系, 地区, 街道, 街坊, 四邻
[计] 邻域",s:neighbourhoods,ecdict-bc015ed2e24a
nephew,gk cet4 cet6 ky,"[""cet4-w-fc56c8c616b25925ce8f""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 侄子, 外甥",s:nephews,ecdict-bc015ed2e24a
nerve,cet4 cet6 ky gre,"[""cet4-w-a14e221fa5f9f5a94613""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 精神, 勇气, 叶脉, 神经
vt. 鼓起勇气",s:nerves/p:nerved/i:nerving/d:nerved/3:nerves,ecdict-bc015ed2e24a
nervous,zk gk cet4 cet6 ky toefl ielts,"[""cet4-w-e99b4690425c998121f6""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 神经紧张的, 不安的, 神经的
[医] 神经的; 神经质的, 神经过敏的",,ecdict-bc015ed2e24a
nest,gk cet4 cet6 ky,"[""cet4-w-d792d505f0b68a7f1809""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 巢, 窝, 休息所, 隐匿处
vi. 筑巢, 找鸟巢
vt. 为...设窝, 使套叠
[计] 嵌套",s:nests/i:nesting/d:nested/3:nests/p:nested,ecdict-bc015ed2e24a
net,gk cet4 cet6 ky toefl,"[""cet4-w-f62cb5f609182c8534d9""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 网, 网状物, 罗网, 净利, 净价
a. 净的, 最终的
vt. 用网捕, 撒网, 净赚, 得到
vi. 编网
[计] 网络, 网络分析程序",s:nets/p:netted/d:netted/i:netting/3:nets,ecdict-bc015ed2e24a
network,gk cet4 cet6 ky ielts,"[""cet4-w-8be8e79fd166f596b7eb""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 网络, 广播网, 网状物
[计] 网络",s:networks/i:networking/d:networked/p:networked/3:networks,ecdict-bc015ed2e24a
neutral,cet4 cet6 ky toefl,"[""cet4-w-ee1f2d5a92cfa67b7860""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 中立者, 中立国, 非彩色, 空档
a. 中立的, 中性的, 无色的",s:neutrals,ecdict-bc015ed2e24a
nevertheless,cet4 cet6 ky ielts,"[""cet4-w-9e2557a8ec7d1c6c9019""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"adv. 然而, 虽然如此
conj. 然而",,ecdict-bc015ed2e24a
newly,cet4 cet6,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"adv. 重新, 最近",,ecdict-bc015ed2e24a
niece,gk cet4 cet6 ky,"[""cet4-w-8c786400de7cd258eec7""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 侄女, 甥女",s:nieces,ecdict-bc015ed2e24a
nineteen,zk gk cet4 ky,"[""cet4-w-58daac4f915c578bbf5d""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"num. 十九, 十九个",,ecdict-bc015ed2e24a
nitrogen,cet4 cet6 ky toefl ielts,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"n. 氮
[化] 氮N-2",s:nitrogens,ecdict-bc015ed2e24a
noble,gk cet4 cet6 ky ielts,"[""cet4-w-0f1f351abeb72d2f348b""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 贵族
a. 高贵的, 高尚的, 贵族的, 辉煌的",s:nobles,ecdict-bc015ed2e24a
nod,zk gk cet4 cet6 ky toefl,"[""cet4-w-64af3a67aed9c3f1958b""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 点头, 打盹, 晃动
vi. 点头, 打盹
vt. 点头表示, 点(头)",p:nodded/i:nodding/3:nods/s:nods/d:nodded,ecdict-bc015ed2e24a
noisy,gk cet4 cet6 ky toefl ielts,"[""cet4-w-bdfb8d139e3480c9a7ae""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 嘈杂的, 喧闹的
[机] 噪声的, 嘈杂的",r:noisier/t:noisiest,ecdict-bc015ed2e24a
nonsense,cet4 cet6 ky toefl,"[""cet4-w-f11c14f3351436c58508""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 无意义的事, 荒谬言行, 荒唐",s:nonsenses,ecdict-bc015ed2e24a
normal,zk gk cet4 cet6 ky toefl ielts,"[""cet4-w-2b047061126e5997cff6""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 常态, 标准, 正常, 普通
a. 正常的, 正规的, 标准的, 师范的, 正态的
[计] 标准, 普通",s:normals,ecdict-bc015ed2e24a
normally,cet4 cet6 toefl,"[""cet4-w-e54068437d5f6bddd87e""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"adv. 正规地, 合规则, 正常地",,ecdict-bc015ed2e24a
northeast,gk cet4 cet6 ky,"[""cet4-w-3e315e24bddfcc452a2b""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 东北
a. 东北的, 向东北的, 来自东北的
adv. 向东北, 来自东北",,ecdict-bc015ed2e24a
northern,zk gk cet4 cet6 ky,"[""cet4-w-82b48e7d16d0d69af23c""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 北方人
a. 北方的, 向北的, 自北方来的",,ecdict-bc015ed2e24a
northwest,gk cet4 cet6 ky,"[""cet4-w-faa444aad2b91184b22f""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 西北, 西北方
a. 西北的, 在西北的, 来自西北的
adv. 向西北",,ecdict-bc015ed2e24a
notebook,zk gk cet4 cet6 ky ielts,"[""cet4-w-6adc6d99c9c75dc625dd""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 笔记本, 手册, 期票簿",s:notebooks,ecdict-bc015ed2e24a
notice,zk gk cet4 cet6 ky toefl ielts,"[""cet4-w-5cf23c36701b075fe6e6""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 注意, 布告, 通知, 预告, 短评
vt. 注意, 通知, 评论, 提及, 关注
vi. 注意",p:noticed/d:noticed/i:noticing/s:notices/3:notices,ecdict-bc015ed2e24a
noticeable,cet4 cet6 ky,"[""cet4-w-0dcc55a9ce2720c0e320""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 显而易见的, 显著的, 值得注意的",,ecdict-bc015ed2e24a
notify,cet4 cet6 ky ielts,"[""cet4-w-5adb037cd11fdf769aef""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 通知, 通告, 报告
[计] 通知",d:notified/i:notifying/p:notified/3:notifies,ecdict-bc015ed2e24a
notion,cet4 cet6 ky toefl ielts,"[""cet4-w-44c21f95e39f67712f4e""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 概念, 观念, 想法, 打算, 别致的小东西
[经] 概念, 打算, 想法",s:notions,ecdict-bc015ed2e24a
noun,cet4 cet6 ky,"[""cet4-w-f159f6cb49253c0ff8db""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,n. 名词,s:nouns,ecdict-bc015ed2e24a
novel,gk cet4 cet6 ky toefl ielts,"[""cet4-w-6038da16ada031bcd82b""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 小说, 长篇故事
a. 新奇的, 异常的",s:novels,ecdict-bc015ed2e24a
nowadays,gk cet4 cet6 ky toefl,"[""cet4-w-eb83e61dd14addaaa5f9""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 现在, 现时, 当今
adv. 时下, 现今",,ecdict-bc015ed2e24a
nowhere,gk cet4 cet6 ky ielts,"[""cet4-w-36d8e386bd58c179164a""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"adv. 无处, 到处都无",,ecdict-bc015ed2e24a
nuclear,gk cet4 cet6 ky toefl,"[""cet4-w-5b47971d64e8f3b94127""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 核子的, 原子能的, 核的, 中心的
[医] 核的",,ecdict-bc015ed2e24a
nucleus,cet4 cet6 ky toefl ielts gre,"[""cet4-w-37aa6ddce89d88132ea1""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 核心, 核子, 原子核, 起点
[计] 核心程序",s:nuclei,ecdict-bc015ed2e24a
nuisance,cet4 cet6 ky ielts,"[""cet4-w-e409a216d7e69035e60e""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 讨厌的东西, 讨厌的人, 损害
[医] 损害, 讨厌",s:nuisances,ecdict-bc015ed2e24a
numerous,cet4 cet6 ky toefl ielts gre,"[""cet4-w-45ed6dcbda582c02a78a""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 很多的, 数目众多的, 多数的
[机] 多数的, 甚多的",,ecdict-bc015ed2e24a
nursery,gk cet4 cet6 ky ielts,"[""cet4-w-e7ac1059db14138ad219""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 托儿所, 苗圃, 温床
[医] 婴儿室, 托儿所",s:nurseries,ecdict-bc015ed2e24a
nut,gk cet4 cet6 ky,"[""cet4-w-3d2d0edfb8464ae73ae9""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 坚果, 核心, 螺帽
[计] Novell NetWare服务器实用程序",s:nuts/i:nutting/3:nuts/p:nutted/d:nutted,ecdict-bc015ed2e24a
nylon,gk cet4 cet6 ky ielts,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"n. 尼龙
[化] 尼龙; 聚酰胺纤维",s:nylons,ecdict-bc015ed2e24a
obey,gk cet4 cet6 ky,"[""cet4-w-2868dfbbe96e3f1b2924""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 服从, 遵从, 顺从
vi. 服从",p:obeyed/d:obeyed/i:obeying/3:obeys,ecdict-bc015ed2e24a
object,zk gk cet4 cet6 ky ielts,"[""cet4-w-6f452b8726b980a0430f""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 物体, 目标, 目的, 对象, 宾语, 客体
vi. 反对, 抱反感
vt. 提出...来反对
[计] 对象",s:objects/p:objected/d:objected/i:objecting/3:objects,ecdict-bc015ed2e24a
objection,cet4 cet6 ky toefl ielts gre,"[""cet4-w-2c00d214731747562b0d""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 异议, 反对, 不喜欢, 缺点, 缺陷, 妨碍, 拒绝之理由
[法] 异议, 反对, 抗议",s:objections,ecdict-bc015ed2e24a
objective,cet4 cet6 ky toefl ielts gre,"[""cet4-w-03676b8c6f9844cb1cfe""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 目的, 目标, 宗旨, 宾格, 实物
a. 客观的, 如实的, 无偏见的, 宾格的",s:objectives,ecdict-bc015ed2e24a
obligation,cet4 cet6 ky toefl ielts gre,"[""cet4-w-4786b7a0e6ac4c8b9673""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 义务, 责任, 约束, 契约, 恩惠, 债务
[经] 待付款, 债务, 义务",s:obligations,ecdict-bc015ed2e24a
oblige,cet4 cet6 ky toefl ielts gre,"[""cet4-w-c42eeaa5eef8dc9fbbec""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 强制, 施恩惠于, 使感激
vi. 施恩惠, 帮忙",d:obliged/p:obliged/3:obliges/i:obliging,ecdict-bc015ed2e24a
obscure,cet4 cet6 ky toefl ielts gre,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"a. 模糊的, 昏暗的, 难解的, 晦涩的, 偏僻的, 微贱的, 无名的
vt. 使变暗, 隐藏, 使变模糊, 使难解",d:obscured/3:obscures/i:obscuring/p:obscured/r:obscurer,ecdict-bc015ed2e24a
observation,cet4 cet6 ky toefl ielts,"[""cet4-w-d73e0e1554053ae4bd53""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 观察, 注意, 观测, 观察力
[化] 观察",s:observations,ecdict-bc015ed2e24a
observe,gk cet4 cet6 ky toefl ielts,"[""cet4-w-b5a1e6d1dfdc42de42bb""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 觉察到, 遵守, 注意到, 庆祝
vi. 注意, 评论",d:observed/p:observed/i:observing/3:observes,ecdict-bc015ed2e24a
observer,cet4 cet6,"[""cet4-w-e66e4d4cc6830198989b""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 观察者, 遵守者, 观察员
[法] 观察者, 观察员, 监场员",s:observers,ecdict-bc015ed2e24a
obstacle,cet4 cet6 ky toefl ielts gre,"[""cet4-w-8d9380c574d4c2790790""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 障碍, 妨害物, 阻碍",s:obstacles,ecdict-bc015ed2e24a
obtain,gk cet4 cet6 ky toefl,"[""cet4-w-eaf59a354e8b7cf4297a""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 获得, 达到
vi. 流行, 得到公认",d:obtained/i:obtaining/p:obtained/3:obtains,ecdict-bc015ed2e24a
obvious,gk cet4 cet6 ky toefl ielts gre,"[""cet4-w-baf7c396a6ddc75e4fbe""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 明显的, 明白的, 显然的, 平淡无奇的",,ecdict-bc015ed2e24a
obviously,cet4 cet6,"[""cet4-w-29bf06b3a9bcadca3157""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"adv. 显而易见地, 明显地",,ecdict-bc015ed2e24a
occasion,cet4 cet6 ky toefl ielts,"[""cet4-w-8c41a86bb84c1b407930""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 场合, 时机, 机会, 诱因, 理由
vt. 惹起, 引起",s:occasions/d:occasioned/i:occasioning/p:occasioned/3:occasions,ecdict-bc015ed2e24a
occasional,cet4 cet6 ky toefl,"[""cet4-w-150ab72d1726f27a54bf""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 偶然的, 临时的
[法] 偶然的, 特殊场合的",,ecdict-bc015ed2e24a
occasionally,cet4 cet6 toefl,"[""cet4-w-4b7d0cce6c9315c54284""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"adv. 有时候, 偶而",,ecdict-bc015ed2e24a
occupation,gk cet4 cet6 ky toefl ielts gre,"[""cet4-w-af4511541b2a55dc7cc0""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 职业, 占有, 占有期, 占领, 占领军
[经] 占有, 占用, 职业",s:occupations,ecdict-bc015ed2e24a
occupy,cet4 cet6 ky toefl ielts,"[""cet4-w-ef6864bd8ac441e8ba9d""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 占领, 占(时间、空间等), 住进, 担任, 使从事, 使全神贯注
[法] 占领, 占据, 占有",d:occupied/3:occupies/p:occupied/i:occupying,ecdict-bc015ed2e24a
occur,gk cet4 cet6 ky toefl ielts,"[""cet4-w-1b1571021dd594e7868d""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vi. 发生, 被想到, 存在",3:occurs/p:occurred/d:occurred/i:occurring,ecdict-bc015ed2e24a
